ID,AUTHOR,WORK,LOCATION,TEXT,Vm,VM_LEMMA,VM_PERSONAL,VM_MOD,Vinf,VINF_A,VINF_B,VINF_C,VINF_D,Vinf_Cop,Obj,OBJ_A,OBJ_B,OBJ_C,Pred,PRED_A,PRED_B,PRED_C,PRED_D,PRED_E,PRED_F,PRED_G,Attr,Attr_B,CHECK,Anot,DIST_OBJ_PRED,GENRE,DIALECT
4429,Herodotus (0016),Histories (001),9.60.7,"νῦν ὦν δέδοκται τὸ ἐνθεῦτεν τὸ ποιητέον ἡμῖν, ἀμυνομένους γὰρ τῇ δυνάμεθα ἄριστα περιστέλλειν ἀλλήλους.",δέδοκται,δοκέω,FALSE,FALSE,περιστέλλειν,περιστέλλειν,NA,NA,NA,FALSE,ἡμῖν,ἡμῖν,NA,NA,ἀμυνομένους,ἀμυνομένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,1,historiography,jonic
4430,Herodotus (0016),Histories (001),1.3.5,"οὕτω δὴ ἁρπάσαντος αὐτοῦ Ἑλένην, τοῖσι Ἕλλησι δόξαι πρῶτὸν πέμψαντας ἀγγέλους ἀπαιτέειν τε Ἑλένην καὶ δίκας τῆς ἁρπαγῆς αἰτέειν.",δόξαι,δοκέω,FALSE,FALSE,ἀπαιτέειν,ἀπαιτέειν,NA,NA,NA,FALSE,τοῖσι Ἕλλησι,τοῖσι Ἕλλησι,NA,NA,πέμψαντας,πέμψαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,3,historiography,jonic
4431,Herodotus (0016),Histories (001),1.19.5,"μακροτέρης δέ οἱ γινομένης τῆς νούσου πέμπει ἐς Δελφοὺς θεοπρόπους, εἴτε δὴ συμβουλεύσαντός τευ, εἴτε καὶ αὐτῷ ἔδοξε πέμψαντα τὸν θεὸν ἐπειρέσθαι περὶ τῆς νούσου.",ἔδοξε,δοκέω,FALSE,FALSE,ἐπειρέσθαι,ἐπειρέσθαι,NA,NA,NA,FALSE,αὐτῷ,αὐτῷ,NA,NA,πέμψαντα,πέμψαντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2,historiography,jonic
4448,Herodotus (0016),Histories (001),1.207.23,"νῦν ὦν μοι δοκέει διαβάντας προελθεῖν ὅσον ἂν ἐκεῖνοι ὑπεξίωσι, ἐνθεῦτεν δὲ τάδε ποιεῦντας πειρᾶσθαι ἐκείνων περιγενέσθαι.",δοκέει,δοκέω,FALSE,FALSE,προελθεῖν,προελθεῖν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,διαβάντας,διαβάντας,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,Troca de número,2,historiography,jonic
4469,Herodotus (0016),Histories (001),2.151.10,"οἳ δὲ ἐν φρενὶ λαβόντες τό τε ποιηθὲν ἐκ Ψαμμητίχου καὶ τὸ χρηστήριον, ὅτι ἐκέχρηστό σφι τὸν χαλκέῃ σπείσαντα αὐτῶν φιάλῃ τοῦτον βασιλέα ἔσεσθαι μοῦνον Αἰγύπτου, ἀναμνησθέντες τοῦ χρησμοῦ κτεῖναι μὲν οὐκ ἐδικαίωσαν Ψαμμήτιχον, ὡς ἀνεύρισκον βασανίζοντες ἐξ οὐδεμιῆς προνοίης αὐτὸν ποιήσαντα, ἐς δὲ τὰ ἕλεα ἔδοξέ σφι διῶξαι ψιλώσαντας τὰ πλεῖστα τῆς δυνάμιος, ἐκ δὲ τῶν ἑλέων ὁρμώμενον μὴ ἐπιμίσγεσθαι τῇ ἄλλῃ Αἰγύπτῳ.",ἔδοξέ,δοκέω,FALSE,FALSE,διῶξαι,διῶξαι,NA,NA,NA,FALSE,σφι,σφι,NA,NA,ψιλώσαντας,ψιλώσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2,historiography,jonic
4478,Herodotus (0016),Histories (001),3.62.17,νῦν ὦν μοι δοκέει μεταδιώξαντας τὸν κήρυκα ἐξετάζειν εἰρωτεῦντας παρ’ ὅτευ ἥκων προαγορεύει ἡμῖν Σμέρδιος βασιλέος ἀκούειν. ʺ,δοκέει,δοκέω,FALSE,FALSE,ἐξετάζειν,ἐξετάζειν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,"μεταδιώξαντας, εἰρωτεῦντας",μεταδιώξαντας,εἰρωτεῦντας,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Troca de número,2,historiography,jonic
4498,Herodotus (0016),Histories (001),4.3.12,"νῦν ὦν μοι δοκέει αἰχμὰς μὲν καὶ τόξα μετεῖναι, λαβόντα δὲ ἕκαστον τοῦ ἵππου τὴν μάστιγα ἰέναι ἆσσον αὐτῶν.",δοκέει,δοκέω,FALSE,FALSE,ἰέναι,ἰέναι,NA,NA,NA,FALSE,μοι,μοι,NA,NA,λαβόντα,λαβόντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Troca de número indireta,7,historiography,jonic
4500,Herodotus (0016),Histories (001),4.11.19,"ὡς δὲ δόξαι σφι ταῦτα, διαστάντας καὶ ἀριθμὸν ἴσους γενομένους μάχεσθαι πρὸς ἀλλήλους.",δόξαι,δοκέω,FALSE,FALSE,μάχεσθαι,μάχεσθαι,NA,NA,NA,FALSE,σφι,σφι,NA,NA,"διαστάντας, γενομένους",διαστάντας,γενομένους,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,2,historiography,jonic
4503,Herodotus (0016),Histories (001),4.81.19,κομισθῆναι τε δὴ χρῆμα πολλὸν ἀρδίων καί οἱ δόξαι ἐξ αὐτέων μνημόσυνον ποιήσαντι λιπέσθαι.,δόξαι,δοκέω,FALSE,FALSE,λιπέσθαι,λιπέσθαι,NA,NA,NA,FALSE,οἱ,οἱ,NA,NA,ποιήσαντι,ποιήσαντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,5,historiography,jonic
4522,Herodotus (0016),Histories (001),"5.92,gamma.19","ἀποδόντες ὦν ὀπίσω τῇ τεκούσῃ τὸ παιδίον καὶ ἐξελθόντες ἔξω, ἑστεῶτες ἐπὶ τῶν θυρέων ἀλλήλων ἅπτοντο καταιτιώμενοι, καὶ μάλιστα τοῦ πρώτου λαβόντος, ὅτι οὐκ ἐποίησε κατὰ τὰ δεδογμένα, ἐς ὃ δή σφι χρόνου ἐγγινομένου ἔδοξε αὖτις παρελθόντας πάντας τοῦ φόνου μετίσχειν.",ἔδοξε,δοκέω,FALSE,FALSE,μετίσχειν,μετίσχειν,NA,NA,NA,FALSE,σφι,σφι,NA,NA,παρελθόντας,παρελθόντας,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,Comentar presença de pantas,5,historiography,jonic
4524,Herodotus (0016),Histories (001),5.96.10,οὐκ ἐνδεκομένοισι δέ σφι ἐδέδοκτο ἐκ τοῦ φανεροῦ τοῖσι Πέρσῃσι πολεμίους εἶναι.,ἐδέδοκτο,δοκέω,FALSE,FALSE,εἶναι,εἶναι,NA,NA,NA,TRUE,ἐνδεκομένοισι δέ σφι,ἐνδεκομένοισι δέ σφι,NA,NA,πολεμίους,πολεμίους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,7,historiography,jonic
4527,Herodotus (0016),Histories (001),6.22.1,"Σαμίων δὲ τοῖσί τι ἔχουσι τὸ μὲν ἐς τοὺς Μήδους ἐκ τῶν στρατηγῶν τῶν σφετέρων ποιηθὲν οὐδαμῶς ἤρεσκε, ἐδόκεε δὲ μετὰ τὴν ναυμαχίην αὐτίκα βουλευομένοισι, πρὶν ἤ σφι ἐς τὴν χώρην ἀπικέσθαι τὸν τύραννον Αἰάκεα, ἐς ἀποικίην ἐκπλέειν μηδὲ μένοντας Μήδοισί τε καὶ Αἰάκεϊ δουλεύειν.",ἐδόκεε,δοκέω,FALSE,FALSE,ἐκπλέειν,ἐκπλέειν,NA,NA,NA,FALSE,βουλευομένοισι,βουλευομένοισι,NA,NA,μένοντας,μένοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,15,historiography,jonic
4532,Herodotus (0016),Histories (001),6.82.14,"ταῦτά τε ὦν ἐπιλεγομένῳ καὶ βουλευομένῳ ἔδοξέ μοι τὰ ἡμίσεα πάσης τῆς οὐσίης ἐξαργυρώσαντα θέσθαι παρὰ σέ, εὖ ἐξεπισταμένῳ ὥς μοι κείμενα ἔσται παρὰ σοὶ σόα.",ἔδοξέ,δοκέω,FALSE,FALSE,θέσθαι,θέσθαι,NA,NA,NA,FALSE,μοι,μοι,NA,NA,ἐξαργυρώσαντα,ἐξαργυρώσαντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,6,historiography,jonic
4572,Herodotus (0016),Histories (001),9.12.1,ἐς τοῦτον δὴ τὸν χῶρον καὶ ἐπὶ τὴν κρήνην τὴν Γαργαφίην τὴν ἐν τῷ χώρῳ τούτῳ ἐοῦσαν ἔδοξέ σφι χρεὸν εἶναι ἀπικέσθαι καὶ διαταχθέντας στρατοπεδεύεσθαι.,ἔδοξέ,δοκέω,FALSE,FALSE,στρατοπεδεύεσθαι,στρατοπεδεύεσθαι,NA,NA,NA,FALSE,σφι,σφι,NA,NA,διαταχθέντας,διαταχθέντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,comentar camada intermediária,5,historiography,jonic
4581,Herodotus (0016),Histories (001),9.87.2,"ἄνδρες Θηβαῖοι, ἐπειδὴ οὕτω δέδοκται τοῖσι Ἕλλησι, μὴ πρότερον ἀπαναστῆναι πολιορκέοντας ἢ ἐξέλωσι Θήβας ἢ ἡμέας αὐτοῖσι παραδῶτε, νῦν ὦν ἡμέων εἵνεκα γῆ ἡ Βοιωτίη πλέω μὴ ἀναπλήσῃ, ἀλλ’ εἰ μὲν χρημάτων χρηίζοντες πρόσχημα ἡμέας ἐξαιτέονται, χρήματά σφι δῶμεν ἐκ τοῦ κοινοῦ (σὺν γὰρ τῷ κοινῷ καὶ ἐμηδίσαμεν οὐδὲ μοῦνοι ἡμεῖς), εἰ δὲ ἡμέων ἀληθέως δεόμενοι πολιορκέουσι, ἡμεῖς ἡμέας αὐτοὺς ἐς ἀντιλογίην παρέξομεν. ʺ",δέδοκται,δοκέω,FALSE,FALSE,ἀπαναστῆναι,ἀπαναστῆναι,NA,NA,NA,FALSE,τοῖσι Ἕλλησι,τοῖσι Ἕλλησι,NA,NA,πολιορκέοντας,πολιορκέοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,4,historiography,jonic
4583,Herodotus (0016),Histories (001),9.45.14,"πρὸς ταῦτα Πελοποννησίων μὲν τοῖσι ἐν τέλεϊ ἐοῦσι ἐδόκεε τῶν μηδισάντων ἐθνέων τῶν Ἑλληνικῶν τὰ ἐμπολαῖα ἐξαναστήσαντας δοῦναι τὴν χώρην Ἴωσι ἐνοικῆσαι, Ἀθηναίοισι δὲ οὐκ ἐδόκεε ἀρχὴν Ἰωνίην γενέσθαι ἀνάστατον οὐδὲ Πελοποννησίοισι περὶ τῶν σφετερέων ἀποικιέων βουλεύειν·",ἐδόκεε,δοκέω,FALSE,FALSE,δοῦναι,δοῦναι,NA,NA,NA,FALSE,τοῖσι ἐν τέλεϊ ἐοῦσι,τοῖσι ἐν τέλεϊ ἐοῦσι,NA,NA,ἐξαναστήσαντας,ἐξαναστήσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,9,historiography,jonic
4584,Herodotus (0016),Histories (001),9.36.2,"τοῖσι μέν νυν ἀμφὶ Λευτυχίδην Πελοποννησίοις ἔδοξε ἀποπλέειν ἐς τὴν Ἑλλάδα, Ἀθηναίοισι δὲ καὶ Ξανθίππῳ τῷ στρατηγῷ αὐτοῦ ὑπομείναντας πειρᾶσθαι τῆς Χερσονήσου.",ἔδοξε,δοκέω,FALSE,FALSE,πειρᾶσθαι,πειρᾶσθαι,NA,NA,NA,FALSE,Ἀθηναίοισι δὲ καὶ Ξανθίππῳ τῷ στρατηγῷ,Ἀθηναίοισι δὲ καὶ Ξανθίππῳ τῷ στρατηγῷ,NA,NA,ὑπομείναντας,ὑπομείναντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2,historiography,jonic
4586,Herodotus (0016),Histories (001),3.142.2,τῷ δικαιοτάτῳ ἀνδρῶν βουλομένῳ γενέσθαι οὐκ ἐξεγένετο.,ἐξεγένετο,ἐκγίγνομαι,FALSE,TRUE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,βουλομένῳ,βουλομένῳ,NA,NA,τῷ δικαιοτάτῳ,τῷ δικαιοτάτῳ,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,-2,historiography,jonic
4615,Herodotus (0016),Histories (001),1.54.5,"Δελφοὶ δὲ ἀντὶ τούτων ἔδοσαν Κροίσῳ καὶ Λυδοῖσι προμαντηίην καὶ ἀτελείην καὶ προεδρίην, καὶ ἐξεῖναι τῷ βουλομένῳ αὐτῶν γίνεσθαι Δελφὸν ἐς τὸν αἰεὶ χρόνον.",ἐξεῖναι,ἔξεστι,FALSE,TRUE,γίνεσθαι,γίνεσθαι,NA,NA,NA,TRUE,τῷ βουλομένῳ,τῷ βουλομένῳ,NA,NA,Δελφὸν,Δελφὸν,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,3,historiography,jonic
4637,Herodotus (0016),Histories (001),2.120.16,"οὐ μὲν οὐδὲ ἡ βασιληίη ἐς Ἀλέξανδρον περιήιε, ὥστε γέροντος Πριάμου ἐόντος ἐπ’ ἐκείνῳ τὰ πρήγματα εἶναι, ἀλλὰ Ἕκτωρ καὶ πρεσβύτερος καὶ ἀνὴρ ἐκείνου μᾶλλον ἐὼν ἔμελλε αὐτὴν Πριάμου ἀποθανόντος παραλάμψεσθαι, τὸν οὐ προσῆκε ἀδικέοντι τῷ ἀδελφεῷ ἐπιτρέπειν, καὶ ταῦτα μεγάλων κακῶν δι’ αὐτὸν συμβαινόντων ἰδίῃ τε αὐτῷ καὶ τοῖσι ἄλλοισι πᾶσι Τρωσί.",προσῆκε,προσήκω,FALSE,TRUE,ἐπιτρέπειν,ἐπιτρέπειν,NA,NA,NA,FALSE,τῷ ἀδελφεῷ,τῷ ἀδελφεῷ,NA,NA,ἀδικέοντι,ἀδικέοντι,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Será?,-1,historiography,jonic
4721,Herodotus (0016),Histories (001),5.80.4,"τουτέων ἀδελφεῶν ἐουσέων, δοκέω ἡμῖν Αἰγινητέων δέεσθαι τὸν θεὸν χρῇσαι τιμωρητήρων γενέσθαι. ʺ",δέεσθαι,δέομαι,TRUE,FALSE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,Αἰγινητέων,Αἰγινητέων,NA,NA,τιμωρητήρων,τιμωρητήρων,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,5,historiography,jonic
4728,Herodotus (0016),Histories (001),6.100.1,Ἐρετριέες δὲ πυνθανόμενοι τὴν στρατιὴν τὴν Περσικὴν ἐπὶ σφέας ἐπιπλέουσαν Ἀθηναίων ἐδεήθησαν σφίσι βοηθοὺς γενέσθαι.,ἐδεήθησαν,δέομαι,TRUE,FALSE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,Ἀθηναίων,Ἀθηναίων,NA,NA,βοηθοὺς,βοηθοὺς,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,3,historiography,jonic
4885,Herodotus (0016),Histories (001),1.46.15,"ἐντειλάμενος δὲ τοῖσι Λυδοῖσι τάδε ἀπέπεμπε ἐς τὴν διάπειραν τῶν χρηστηρίων, ἀπ’ ἧς ἂν ἡμέρης ὁρμηθέωσι ἐκ Σαρδίων, ἀπὸ ταύτης ἡμερολογέοντας τὸν λοιπὸν χρόνον ἑκατοστῇ ἡμέρῃ χρᾶσθαι τοῖσι χρηστηρίοισι, ἐπειρωτῶντας ὅ τι ποιέων τυγχάνοι ὁ Λυδῶν βασιλεὺς Κροῖσος ὁ Ἀλυάττεω·",ἐντειλάμενος,ἐντέλλω,TRUE,FALSE,χρᾶσθαι,χρᾶσθαι,NA,NA,NA,FALSE,τοῖσι Λυδοῖσι,τοῖσι Λυδοῖσι,NA,NA,"ἡμερολογέοντας, ἐπειρωτῶντας",ἡμερολογέοντας,ἐπειρωτῶντας,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,MESTRADO (1.47),17,historiography,jonic
4891,Herodotus (0016),Histories (001),1.117.15,"παραδίδωμι μέντοι τῷδε κατὰ τάδε ἐντειλάμενος, θεῖναὶ μιν ἐς ἔρημον ὄρος καὶ παραμένοντα φυλάσσειν ἄχρι οὗ τελευτήσῃ, ἀπειλήσας παντοῖα τῷδε ἢν μὴ τάδε ἐπιτελέα ποιήσῃ.",ἐντειλάμενος,ἐντέλλω,TRUE,FALSE,φυλάσσειν,φυλάσσειν,NA,NA,NA,FALSE,τῷδε,τῷδε,NA,NA,παραμένοντα,παραμένοντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,10,historiography,jonic
4892,Herodotus (0016),Histories (001),1.123.16,"ἀπορράψας δὲ τοῦ λαγοῦ τὴν γαστέρα, καὶ δίκτυα δοὺς ἅτε θηρευτῇ τῶν οἰκετέων τῷ πιστοτάτῳ, ἀπέστελλε ἐς τοὺς Πέρσας, ἐντειλάμενὸς οἱ ἀπὸ γλώσσης διδόντα τὸν λαγὸν Κύρῳ ἐπειπεῖν αὐτοχειρίῃ μιν διελεῖν καὶ μηδένα οἱ ταῦτα ποιεῦντι παρεῖναι.",ἐντειλάμενὸς,ἐντέλλω,TRUE,FALSE,ἐπειπεῖν,ἐπειπεῖν,NA,NA,NA,FALSE,οἱ,οἱ,NA,NA,διδόντα,διδόντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar o bloco sobre Ciro,3,historiography,jonic
4896,Herodotus (0016),Histories (001),"2.121,gamma.6","τοῦ φωρὸς τὸν νέκυν κατὰ τοῦ τείχεος κατακρεμάσαι, φυλάκους δὲ αὐτοῦ καταστήσαντα ἐντείλασθαί σφι, τὸν ἂν ἴδωνται ἀποκλαύσαντα ἢ κατοικτισάμενον, συλλαβόντας ἄγειν πρὸς ἑωυτόν.",ἐντείλασθαί,ἐντέλλω,TRUE,FALSE,ἄγειν,ἄγειν,NA,NA,NA,FALSE,σφι,σφι,NA,NA,συλλαβόντας,συλλαβόντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,7,historiography,jonic
4898,Herodotus (0016),Histories (001),2.162.1,"πυθόμενος δὲ ταῦτα ὁ Ἀπρίης ἔπεμπε ἐπ’ Ἄμασιν ἄνδρα δόκιμον τῶν περὶ ἑωυτὸν Αἰγυπτίων, τῷ οὔνομα ἦν Πατάρβημις, ἐντειλάμενος αὐτῷ ζῶντα Ἄμασιν ἀγαγεῖν παρ’ ἑωυτόν.",ἐντειλάμενος,ἐντέλλω,TRUE,FALSE,ἀγαγεῖν,ἀγαγεῖν,NA,NA,NA,FALSE,αὐτῷ,αὐτῷ,NA,NA,ζῶντα,ζῶντα,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,1,historiography,jonic
4902,Herodotus (0016),Histories (001),3.25.9,"ἐπείτε δὲ στρατευόμενος ἐγένετο ἐν Θήβῃσι, ἀπέκρινε τοῦ στρατοῦ ὡς πέντε μυριάδας, καὶ τούτοισι μὲν ἐνετέλλετο Ἀμμωνίους ἐξανδραποδισαμένους τὸ χρηστήριον τὸ τοῦ Διὸς ἐμπρῆσαι, αὐτὸς δὲ τὸν λοιπὸν ἄγων στρατὸν ἤιε ἐπὶ τοὺς Αἰθίοπας.",ἐνετέλλετο,ἐντέλλω,TRUE,FALSE,ἐμπρῆσαι,ἐμπρῆσαι,NA,NA,NA,FALSE,τούτοισι,τούτοισι,NA,NA,ἐξανδραποδισαμένους,ἐξανδραποδισαμένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,4,historiography,jonic
4905,Herodotus (0016),Histories (001),3.36.20,"ὁ δὲ ἐπείτε τοξεῦσαι οὐκ εἶχε, ἐνετείλατο τοῖσι θεράπουσι λαβόντας μιν ἀποκτεῖναι.",ἐνετείλατο,ἐντέλλω,TRUE,FALSE,ἀποκτεῖναι,ἀποκτεῖναι,NA,NA,NA,FALSE,τοῖσι θεράπουσι,τοῖσι θεράπουσι,NA,NA,λαβόντας,λαβόντας,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,1,historiography,jonic
4912,Herodotus (0016),Histories (001),3.135.2,"ἐπείτε γὰρ τάχιστα ἡμέρη ἐπέλαμψε, καλέσας Περσέων ἄνδρας δοκίμους πεντεκαίδεκα ἐνετέλλετό σφι ἑπομένους Δημοκήδεϊ διεξελθεῖν τὰ παραθαλάσσια τῆς Ἑλλάδος, ὅκως τε μὴ διαδρήσεται σφέας ὁ Δημοκήδης, ἀλλά μιν πάντως ὀπίσω ἀπάξουσι.",ἐνετέλλετό,ἐντέλλω,TRUE,FALSE,διεξελθεῖν,διεξελθεῖν,NA,NA,NA,FALSE,σφι,σφι,NA,NA,ἑπομένους,ἑπομένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,1,historiography,jonic
4919,Herodotus (0016),Histories (001),4.133.5,"πυνθανόμεθα γὰρ Δαρεῖον ἐντείλασθαι ὑμῖν ἑξήκοντα ἡμέρας μούνας φρουρήσαντας τὴν γέφυραν, αὐτοῦ μὴ παραγενομένου ἐν τούτῳ τῷ χρόνῳ, ἀπαλλάσσεσθαι ἐς τὴν ὑμετέρην.",ἐντείλασθαι,ἐντέλλω,TRUE,FALSE,ἀπαλλάσσεσθαι,ἀπαλλάσσεσθαι,NA,NA,NA,FALSE,ὑμῖν,ὑμῖν,NA,NA,φρουρήσαντας,φρουρήσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,4,historiography,jonic
4920,Herodotus (0016),Histories (001),5.12.1,"τελεωθέντων δὲ ἀμφοτέροισι, οὗτοι μὲν κατὰ τὰ εἵλοντο ἐτράποντο, Δαρεῖον δὲ συνήνεικε πρῆγμα τοιόνδε ἰδόμενον ἐπιθυμῆσαι ἐντείλασθαι Μεγαβάζῳ Παίονας ἑλόντα ἀνασπάστους ποιῆσαι ἐς τὴν Ἀσίην ἐκ τῆς Εὐρώπης.",ἐντείλασθαι,ἐντέλλω,TRUE,FALSE,ποιῆσαι,ποιῆσαι,NA,NA,NA,FALSE,Μεγαβάζῳ,Μεγαβάζῳ,NA,NA,ἑλόντα,ἑλόντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,2,historiography,jonic
4960,Herodotus (0016),Histories (001),3.73.6,"ὅσοι τε ὑμέων Καμβύσῃ νοσέοντι παρεγένοντο, πάντως κου μέμνησθε τὰ ἐπέσκηψε Πέρσῃσι τελευτῶν τὸν βίον μὴ πειρωμένοισι ἀνακτᾶσθαι τὴν ἀρχήν·",ἐπέσκηψε,ἐπισκήπτω,TRUE,FALSE,ἀνακτᾶσθαι,ἀνακτᾶσθαι,NA,NA,NA,FALSE,Πέρσῃσι,Πέρσῃσι,NA,NA,πειρωμένοισι,πειρωμένοισι,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,"Infinitivo poderia também ser complemento do pred., condicional?",5,historiography,jonic
4961,Herodotus (0016),Histories (001),4.33.18,"ἐπεὶ δὲ τοῖσι Ὑπερβορέοισι τοὺς ἀποπεμφθέντας ὀπίσω οὐκ ἀπονοστέειν, δεινὰ ποιευμένους εἰ σφέας αἰεὶ καταλάμψεται ἀποστέλλοντας μὴ ἀποδέκεσθαι, οὕτω δὴ φέροντας ἐς τοὺς οὔρους τὰ ἱρὰ ἐνδεδεμένα ἐν πυρῶν καλάμῃ τοῖσι πλησιοχώροισι ἐπισκήπτειν κελεύοντας προπέμπειν σφέα ἀπὸ ἑωυτῶν ἐς ἄλλο ἔθνος.",ἐπισκήπτειν,ἐπισκήπτω,TRUE,FALSE,προπέμπειν,προπέμπειν,NA,NA,NA,FALSE,κελεύοντας,τοῖσι πλησιοχώροισι,NA,NA,τοῖσι πλησιοχώροισι,κελεύοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Variação de manuscrito: τοὺς πλησιοχώρους,2,historiography,jonic
4994,Herodotus (0016),Histories (001),4.89.3,"Δαρεῖος δὲ δωρησάμενος Μανδροκλέα διέβαινε ἐς τὴν Εὐρώπην, τοῖσι Ἴωσι παραγγείλας πλέειν ἐς τὸν Πόντον μέχρι Ἴστρου ποταμοῦ, ἐπεὰν δὲ ἀπίκωνται ἐς τὸν Ἴστρον, ἐνθαῦτα αὐτὸν περιμένειν ζευγνύντας τὸν ποταμόν.",παραγγείλας,παραγγέλλω,TRUE,FALSE,περιμένειν,περιμένειν,NA,NA,NA,FALSE,τοῖσι Ἴωσι,τοῖσι Ἴωσι,NA,NA,ζευγνύντας,ζευγνύντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,18,historiography,jonic
4995,Herodotus (0016),Histories (001),6.50.12,"μαθὼν δὲ ὁ Κλεομένης ποιεῦντας τοὺς Ἀργείους ὁκοῖόν τι ὁ σφέτερος κῆρυξ σημήνειε, παραγγέλλει σφι, ὅταν σημήνῃ ὁ κῆρυξ ποιέεσθαι ἄριστον, τότε ἀναλαβόντας τὰ ὅπλα χωρέειν ἐς τοὺς Ἀργείους.",παραγγέλλει,παραγγέλλω,TRUE,FALSE,χωρέειν,χωρέειν,NA,NA,NA,FALSE,σφι,σφι,NA,NA,ἀναλαβόντας,ἀναλαβόντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO (6.78),8,historiography,jonic
4996,Herodotus (0016),Histories (001),9.7.17,"καὶ οἳ μὲν περὶ τὸ Ἥραιον ἐστρατοπεδεύοντο, Παυσανίης δὲ ὁρῶν σφεας ἀπαλλασσομένους ἐκ τοῦ στρατοπέδου παρήγγελλε καὶ τοῖσι Λακεδαιμονίοισι ἀναλαβόντας τὰ ὅπλα ἰέναι κατὰ τοὺς ἄλλους τοὺς προϊόντας, νομίσας αὐτοὺς ἐς τὸν χῶρον ἰέναι ἐς τὸν συνεθήκαντο.",παρήγγελλε,παραγγέλλω,TRUE,FALSE,ἰέναι,ἰέναι,NA,NA,NA,FALSE,τοῖσι Λακεδαιμονίοισι,τοῖσι Λακεδαιμονίοισι,NA,NA,ἀναλαβόντας,ἀναλαβόντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Verbo de movimento,1,historiography,jonic
5073,Herodotus (0016),Histories (001),3.53.1,"ἐπεὶ δὲ τοῦ χρόνου προβαίνοντος ὅ τε Περίανδρος παρηβήκεε καὶ συνεγινώσκετο ἑωυτῷ οὐκέτι εἶναι δυνατὸς τὰ πρήγματα ἐπορᾶν τε καὶ διέπειν, πέμψας ἐς τὴν Κέρκυραν ἀπεκάλεε τὸν Λυκόφρονα ἐπὶ τὴν τυραννίδα·",συνεγινώσκετο,συγγιγνώσκω,TRUE,FALSE,εἶναι,εἶναι,NA,NA,NA,TRUE,ἑωυτῷ,ἑωυτῷ,NA,NA,δυνατὸς,δυνατὸς,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,"REFLEXIVO, +NOM, comparar com o exemplo de katadikazw",3,historiography,jonic
